"","Code","DiagnosisType"
"714","J17","Diseases of the respiratory system"
"715","J18","Diseases of the respiratory system"
"716","J20","Diseases of the respiratory system"
"717","J21","Diseases of the respiratory system"
"718","J22","Diseases of the respiratory system"
"719","J30","Diseases of the respiratory system"
"720","J31","Diseases of the respiratory system"
"721","J32","Diseases of the respiratory system"
"722","J33","Diseases of the respiratory system"
"723","J34","Diseases of the respiratory system"
"724","J35","Diseases of the respiratory system"
"725","J36","Diseases of the respiratory system"
"726","J37","Diseases of the respiratory system"
"727","J38","Diseases of the respiratory system"
"728","J39","Diseases of the respiratory system"
"729","J40","Diseases of the respiratory system"
"730","J41","Diseases of the respiratory system"
"731","J42","Diseases of the respiratory system"
"732","J43","Diseases of the respiratory system"
"733","J44","Diseases of the respiratory system"
"734","J45","Diseases of the respiratory system"
"735","J47","Diseases of the respiratory system"
"736","J60","Diseases of the respiratory system"
"737","J61","Diseases of the respiratory system"
"738","J62","Diseases of the respiratory system"
"739","J63","Diseases of the respiratory system"
"740","J64","Diseases of the respiratory system"
"741","J65","Diseases of the respiratory system"
"742","J66","Diseases of the respiratory system"
"743","J67","Diseases of the respiratory system"
"744","J68","Diseases of the respiratory system"
"745","J69","Diseases of the respiratory system"
"746","J70","Diseases of the respiratory system"
"747","J80","Diseases of the respiratory system"
"748","J81","Diseases of the respiratory system"
"749","J82","Diseases of the respiratory system"
"750","J84","Diseases of the respiratory system"
"751","J85","Diseases of the respiratory system"
"752","J86","Diseases of the respiratory system"
"753","J90","Diseases of the respiratory system"
"754","J91","Diseases of the respiratory system"
"755","J92","Diseases of the respiratory system"
"756","J93","Diseases of the respiratory system"
"757","J94","Diseases of the respiratory system"
"758","J95","Diseases of the respiratory system"
"759","J96","Diseases of the respiratory system"
"760","J98","Diseases of the respiratory system"
"761","J99","Diseases of the respiratory system"
"762","K00","Diseases of the digestive system"
"763","K01","Diseases of the digestive system"
"764","K02","Diseases of the digestive system"
"765","K03","Diseases of the digestive system"
"766","K04","Diseases of the digestive system"
"767","K05","Diseases of the digestive system"
"768","K06","Diseases of the digestive system"
"769","K08","Diseases of the digestive system"
"770","K09","Diseases of the digestive system"
"771","K11","Diseases of the digestive system"
"772","K12","Diseases of the digestive system"
"773","K13","Diseases of the digestive system"
"774","K14","Diseases of the digestive system"
"775","K20","Diseases of the digestive system"
"776","K21","Diseases of the digestive system"
"777","K22","Diseases of the digestive system"
"778","K23","Diseases of the digestive system"
"779","K25","Diseases of the digestive system"
"780","K26","Diseases of the digestive system"
"781","K27","Diseases of the digestive system"
"782","K28","Diseases of the digestive system"
"783","K29","Diseases of the digestive system"
"784","K30","Diseases of the digestive system"
"785","K31","Diseases of the digestive system"
"786","K35","Diseases of the digestive system"
"787","K36","Diseases of the digestive system"
"788","K37","Diseases of the digestive system"
"789","K38","Diseases of the digestive system"
"790","K40","Diseases of the digestive system"
"791","K41","Diseases of the digestive system"
"792","K42","Diseases of the digestive system"
"793","K43","Diseases of the digestive system"
"794","K44","Diseases of the digestive system"
"795","K45","Diseases of the digestive system"
"796","K46","Diseases of the digestive system"
"797","K50","Diseases of the digestive system"
"798","K51","Diseases of the digestive system"
"799","K52","Diseases of the digestive system"
"800","K55","Diseases of the digestive system"
"801","K56","Diseases of the digestive system"
"802","K57","Diseases of the digestive system"
"803","K58","Diseases of the digestive system"
"804","K59","Diseases of the digestive system"
"805","K60","Diseases of the digestive system"
"806","K61","Diseases of the digestive system"
"807","K62","Diseases of the digestive system"
"808","K63","Diseases of the digestive system"
"809","K64","Diseases of the digestive system"
"810","K65","Diseases of the digestive system"
"811","K66","Diseases of the digestive system"
"812","K67","Diseases of the digestive system"
"813","K68","Diseases of the digestive system"
"814","K70","Diseases of the digestive system"
"815","K71","Diseases of the digestive system"
"816","K72","Diseases of the digestive system"
"817","K73","Diseases of the digestive system"
"818","K74","Diseases of the digestive system"
"819","K75","Diseases of the digestive system"
"820","K76","Diseases of the digestive system"
"821","K77","Diseases of the digestive system"
"822","K80","Diseases of the digestive system"
"823","K81","Diseases of the digestive system"
"824","K82","Diseases of the digestive system"
"825","K83","Diseases of the digestive system"
"826","K85","Diseases of the digestive system"
"827","K86","Diseases of the digestive system"
"828","K87","Diseases of the digestive system"
"829","K90","Diseases of the digestive system"
"830","K91","Diseases of the digestive system"
"831","K92","Diseases of the digestive system"
"832","K94","Diseases of the digestive system"
"833","K95","Diseases of the digestive system"
"834","L00","Diseases of the skin and subcutaneous tissue"
"835","L01","Diseases of the skin and subcutaneous tissue"
"836","L02","Diseases of the skin and subcutaneous tissue"
"837","L03","Diseases of the skin and subcutaneous tissue"
"838","L04","Diseases of the skin and subcutaneous tissue"
"839","L05","Diseases of the skin and subcutaneous tissue"
"840","L08","Diseases of the skin and subcutaneous tissue"
"841","L10","Diseases of the skin and subcutaneous tissue"
"842","L11","Diseases of the skin and subcutaneous tissue"
"843","L12","Diseases of the skin and subcutaneous tissue"
"844","L13","Diseases of the skin and subcutaneous tissue"
"845","L14","Diseases of the skin and subcutaneous tissue"
"846","L20","Diseases of the skin and subcutaneous tissue"
"847","L21","Diseases of the skin and subcutaneous tissue"
"848","L22","Diseases of the skin and subcutaneous tissue"
"849","L23","Diseases of the skin and subcutaneous tissue"
"850","L24","Diseases of the skin and subcutaneous tissue"
"851","L25","Diseases of the skin and subcutaneous tissue"
"852","L26","Diseases of the skin and subcutaneous tissue"
"853","L27","Diseases of the skin and subcutaneous tissue"
"854","L28","Diseases of the skin and subcutaneous tissue"
"855","L29","Diseases of the skin and subcutaneous tissue"
"856","L30","Diseases of the skin and subcutaneous tissue"
"857","L40","Diseases of the skin and subcutaneous tissue"
"858","L41","Diseases of the skin and subcutaneous tissue"
"859","L42","Diseases of the skin and subcutaneous tissue"
"860","L43","Diseases of the skin and subcutaneous tissue"
"861","L44","Diseases of the skin and subcutaneous tissue"
"862","L45","Diseases of the skin and subcutaneous tissue"
"863","L49","Diseases of the skin and subcutaneous tissue"
"864","L50","Diseases of the skin and subcutaneous tissue"
"865","L51","Diseases of the skin and subcutaneous tissue"
"866","L52","Diseases of the skin and subcutaneous tissue"
"867","L53","Diseases of the skin and subcutaneous tissue"
"868","L54","Diseases of the skin and subcutaneous tissue"
"869","L55","Diseases of the skin and subcutaneous tissue"
"870","L56","Diseases of the skin and subcutaneous tissue"
"871","L57","Diseases of the skin and subcutaneous tissue"
"872","L58","Diseases of the skin and subcutaneous tissue"
"873","L59","Diseases of the skin and subcutaneous tissue"
"874","L60","Diseases of the skin and subcutaneous tissue"
"875","L62","Diseases of the skin and subcutaneous tissue"
"876","L63","Diseases of the skin and subcutaneous tissue"
"877","L64","Diseases of the skin and subcutaneous tissue"
"878","L65","Diseases of the skin and subcutaneous tissue"
"879","L66","Diseases of the skin and subcutaneous tissue"
"880","L67","Diseases of the skin and subcutaneous tissue"
"881","L68","Diseases of the skin and subcutaneous tissue"
"882","L70","Diseases of the skin and subcutaneous tissue"
"883","L71","Diseases of the skin and subcutaneous tissue"
"884","L72","Diseases of the skin and subcutaneous tissue"
"885","L73","Diseases of the skin and subcutaneous tissue"
"886","L74","Diseases of the skin and subcutaneous tissue"
"887","L75","Diseases of the skin and subcutaneous tissue"
"888","L76","Diseases of the skin and subcutaneous tissue"
"889","L80","Diseases of the skin and subcutaneous tissue"
"890","L81","Diseases of the skin and subcutaneous tissue"
"891","L82","Diseases of the skin and subcutaneous tissue"
"892","L83","Diseases of the skin and subcutaneous tissue"
"893","L84","Diseases of the skin and subcutaneous tissue"
"894","L85","Diseases of the skin and subcutaneous tissue"
"895","L86","Diseases of the skin and subcutaneous tissue"
"896","L87","Diseases of the skin and subcutaneous tissue"
"897","L88","Diseases of the skin and subcutaneous tissue"
"898","L89","Diseases of the skin and subcutaneous tissue"
"899","L90","Diseases of the skin and subcutaneous tissue"
"900","L91","Diseases of the skin and subcutaneous tissue"
"901","L92","Diseases of the skin and subcutaneous tissue"
"902","L93","Diseases of the skin and subcutaneous tissue"
"903","L94","Diseases of the skin and subcutaneous tissue"
"904","L95","Diseases of the skin and subcutaneous tissue"
"905","L97","Diseases of the skin and subcutaneous tissue"
"906","L98","Diseases of the skin and subcutaneous tissue"
"907","L99","Diseases of the skin and subcutaneous tissue"
"908","M00","Diseases of the musculoskeletal system and connective tissue"
"909","M01","Diseases of the musculoskeletal system and connective tissue"
"910","M02","Diseases of the musculoskeletal system and connective tissue"
"911","M04","Diseases of the musculoskeletal system and connective tissue"
"912","M05","Diseases of the musculoskeletal system and connective tissue"
"913","M06","Diseases of the musculoskeletal system and connective tissue"
"914","M07","Diseases of the musculoskeletal system and connective tissue"
"915","M08","Diseases of the musculoskeletal system and connective tissue"
"916","M1A","Diseases of the musculoskeletal system and connective tissue"
"917","M10","Diseases of the musculoskeletal system and connective tissue"
"918","M11","Diseases of the musculoskeletal system and connective tissue"
"919","M12","Diseases of the musculoskeletal system and connective tissue"
"920","M13","Diseases of the musculoskeletal system and connective tissue"
"921","M14","Diseases of the musculoskeletal system and connective tissue"
"922","M15","Diseases of the musculoskeletal system and connective tissue"
"923","M16","Diseases of the musculoskeletal system and connective tissue"
"924","M17","Diseases of the musculoskeletal system and connective tissue"
"925","M18","Diseases of the musculoskeletal system and connective tissue"
"926","M19","Diseases of the musculoskeletal system and connective tissue"
"927","M20","Diseases of the musculoskeletal system and connective tissue"
"928","M21","Diseases of the musculoskeletal system and connective tissue"
"929","M22","Diseases of the musculoskeletal system and connective tissue"
"930","M23","Diseases of the musculoskeletal system and connective tissue"
"931","M24","Diseases of the musculoskeletal system and connective tissue"
"932","M25","Diseases of the musculoskeletal system and connective tissue"
"933","M26","Diseases of the musculoskeletal system and connective tissue"
"934","M27","Diseases of the musculoskeletal system and connective tissue"
"935","M30","Diseases of the musculoskeletal system and connective tissue"
"936","M31","Diseases of the musculoskeletal system and connective tissue"
"937","M32","Diseases of the musculoskeletal system and connective tissue"
"938","M33","Diseases of the musculoskeletal system and connective tissue"
"939","M34","Diseases of the musculoskeletal system and connective tissue"
"940","M35","Diseases of the musculoskeletal system and connective tissue"
"941","M36","Diseases of the musculoskeletal system and connective tissue"
"942","M40","Diseases of the musculoskeletal system and connective tissue"
"943","M41","Diseases of the musculoskeletal system and connective tissue"
"944","M42","Diseases of the musculoskeletal system and connective tissue"
"945","M43","Diseases of the musculoskeletal system and connective tissue"
"946","M45","Diseases of the musculoskeletal system and connective tissue"
"947","M46","Diseases of the musculoskeletal system and connective tissue"
"948","M47","Diseases of the musculoskeletal system and connective tissue"
"949","M48","Diseases of the musculoskeletal system and connective tissue"
"950","M49","Diseases of the musculoskeletal system and connective tissue"
"951","M50","Diseases of the musculoskeletal system and connective tissue"
"952","M51","Diseases of the musculoskeletal system and connective tissue"
"953","M53","Diseases of the musculoskeletal system and connective tissue"
"954","M54","Diseases of the musculoskeletal system and connective tissue"
"955","M60","Diseases of the musculoskeletal system and connective tissue"
"956","M61","Diseases of the musculoskeletal system and connective tissue"
"957","M62","Diseases of the musculoskeletal system and connective tissue"
"958","M63","Diseases of the musculoskeletal system and connective tissue"
"959","M65","Diseases of the musculoskeletal system and connective tissue"
"960","M66","Diseases of the musculoskeletal system and connective tissue"
"961","M67","Diseases of the musculoskeletal system and connective tissue"
"962","M70","Diseases of the musculoskeletal system and connective tissue"
"963","M71","Diseases of the musculoskeletal system and connective tissue"
"964","M72","Diseases of the musculoskeletal system and connective tissue"
"965","M75","Diseases of the musculoskeletal system and connective tissue"
"966","M76","Diseases of the musculoskeletal system and connective tissue"
"967","M77","Diseases of the musculoskeletal system and connective tissue"
"968","M79","Diseases of the musculoskeletal system and connective tissue"
"969","M80","Diseases of the musculoskeletal system and connective tissue"
"970","M81","Diseases of the musculoskeletal system and connective tissue"
"971","M83","Diseases of the musculoskeletal system and connective tissue"
"972","M84","Diseases of the musculoskeletal system and connective tissue"
"973","M85","Diseases of the musculoskeletal system and connective tissue"
"974","M86","Diseases of the musculoskeletal system and connective tissue"
"975","M87","Diseases of the musculoskeletal system and connective tissue"
"976","M88","Diseases of the musculoskeletal system and connective tissue"
"977","M89","Diseases of the musculoskeletal system and connective tissue"
"978","M90","Diseases of the musculoskeletal system and connective tissue"
"979","M91","Diseases of the musculoskeletal system and connective tissue"
"980","M92","Diseases of the musculoskeletal system and connective tissue"
"981","M93","Diseases of the musculoskeletal system and connective tissue"
"982","M94","Diseases of the musculoskeletal system and connective tissue"
"983","M95","Diseases of the musculoskeletal system and connective tissue"
"984","M96","Diseases of the musculoskeletal system and connective tissue"
"985","M97","Diseases of the musculoskeletal system and connective tissue"
"986","M99","Diseases of the musculoskeletal system and connective tissue"
"987","N00","Diseases of the genitourinary system"
"988","N01","Diseases of the genitourinary system"
"989","N02","Diseases of the genitourinary system"
"990","N03","Diseases of the genitourinary system"
"991","N04","Diseases of the genitourinary system"
"992","N05","Diseases of the genitourinary system"
"993","N06","Diseases of the genitourinary system"
"994","N07","Diseases of the genitourinary system"
"995","N08","Diseases of the genitourinary system"
"996","N10","Diseases of the genitourinary system"
"997","N11","Diseases of the genitourinary system"
"998","N12","Diseases of the genitourinary system"
"999","N13","Diseases of the genitourinary system"
"1000","N14","Diseases of the genitourinary system"
"1001","N15","Diseases of the genitourinary system"
"1002","N16","Diseases of the genitourinary system"
"1003","N17","Diseases of the genitourinary system"
"1004","N18","Diseases of the genitourinary system"
"1005","N19","Diseases of the genitourinary system"
"1006","N20","Diseases of the genitourinary system"
"1007","N21","Diseases of the genitourinary system"
"1008","N22","Diseases of the genitourinary system"
"1009","N23","Diseases of the genitourinary system"
"1010","N25","Diseases of the genitourinary system"
